f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
0.2770635783468948,-1.7744450559759133,0.639131662598113,-1.301905771827967,0.6602753334004897,-1.4998148506355546,0.6225083270314783,-1.7288821328654418,0.209118964636669,-1.8737997082548328,W
0.2584102337012655,-0.4676908894458863,0.4393554439470697,-0.3333841061523638,0.1505092402941115,-0.258778689400587,0.1145808183012996,-0.5608670108764168,0.1125763382909963,-1.031132205151473,Z
0.2959119023132336,-1.6322937819278922,0.5720671122350749,-1.342037982660507,0.5991961435067119,-1.4509965678770602,0.1814195039206793,-1.538388630572819,0.1547729584531543,-1.7736013349134945,U
0.2478298373453109,-2.4841700114880685,0.5213668365554107,-2.3271400479912603,0.5458720501637477,-2.4329146372441075,0.1525763219872169,-2.380961447698426,0.1058182451642779,-2.7180054242493745,H
0.2847825418649509,-1.889698161730761,0.441294557446476,-2.3956871358711034,0.1264673783869707,-2.2693330480793183,0.094842287618708,-2.68237984399743,0.1129556291284204,-3.033472221508546,G
0.2455980238989233,-1.5984560487942636,0.419013399201435,-1.5382373794577946,0.4243428408885123,-1.6148733387779577,0.1376125557564656,-1.6000981208675988,0.1565635838719925,-1.7493933314162944,U
0.3414670525763834,-0.7903839646317363,0.4971641503343493,-1.48569118122311,0.3522893413633247,-0.8766879631232241,0.347848913859039,-0.8814683303992393,0.3623189383256559,-1.0696422606443847,D
0.247160682950657,-1.5764560816548068,0.37298277698582,-2.09503436644344,0.1310178079209158,-1.939859636138722,0.0933055525667479,-2.367089446838635,0.1091565631506136,-2.7290793136889824,G
0.440898238671461,-1.1919716165107652,0.4756105354407763,-1.2946600488546591,0.4811211521031788,-1.269109894827073,0.4693415066689573,-1.191685357629141,0.4512345434773286,-1.1525085050483714,O
0.2830044769462336,-3.080481258017013,0.3295023359327274,2.821102747369929,0.4199522764846699,2.706602480392124,0.4245636937704057,2.695606481415057,0.3535787502861386,2.7830426661313545,del
0.1894502501466547,-1.0656777545474754,0.4383700890938015,-1.3685609287647689,0.4608630030290359,-1.4811507401228876,0.4373778991955719,-1.5724044668383903,0.377176413896903,-1.6790647284561924,B
0.2500448665326171,-1.616965261433145,0.4838721705661528,-1.2970895922003165,0.5009344102793171,-1.4090632255966256,0.1394581811625238,-1.4929269376983223,0.1293986048631009,-1.8035411469932563,U
0.3064096793406807,-1.805629859181749,0.7511076770751178,-1.1827859666387812,0.7746166984664496,-1.4555756688397106,0.7249976213726953,-1.6632262629264445,0.20488291283164,-1.715180646265315,W
0.4710078643908937,-0.8702352096529758,0.2050982805379611,-1.1787377072212166,0.1487522255127892,-1.4647119453518112,0.1305297338926622,-1.877232035185865,0.4459700757274555,-2.1589464807247016,Y
0.2904661538778256,0.6951616753402634,0.4728837848093016,1.210205792867396,0.4919792583757589,1.337597426148238,0.468160973453341,1.3757812976107235,0.3919258389755016,1.4506780036307352,N
0.1919121135308426,-0.8404049577012588,0.3553299919845996,-0.5316555872638632,0.1287175605763266,-0.6805297940763432,0.0930066946127768,-0.8945164593855545,0.1075269553633842,-1.153998883165512,Z
0.360485718382255,-1.1605015369528526,0.1812023204360944,-1.510851294522461,0.1545305687042785,-1.7339332243685863,0.1329482667958548,-2.0445783361522163,0.3717034232696297,-2.4286890511762818,Y
0.2235568247449544,-1.8734003571292863,0.4656264112841103,-1.4547103956883418,0.4877776766059064,-1.5743933058924913,0.1353808529561208,-1.6905200584653408,0.1131529834189864,-2.065979926402527,U
0.2143212608254637,-1.8866071883034845,0.5290758413331983,-1.3409836691939945,0.5444354132344128,-1.6578125889178053,0.1596996290923746,-1.718042281942439,0.1437472857516158,-2.0558872419234127,V
0.412388598860078,-0.5268644783770654,0.3888905833439022,-0.9983049800280984,0.1619358477867871,-1.0361419203100593,0.1444446089048049,-1.4941169918138817,0.1610462844583971,-1.877782384147818,T
0.201731136252986,-1.7160021460755797,0.2191142470932203,-1.2503210487517122,0.2090724301582294,-1.4579265400072563,0.2060392451681729,-1.6682205078870809,0.1939986680968296,-1.8344546478824355,E
0.4046867705266019,-1.0940000491247166,0.421953863798152,-1.1177426472438543,0.533163896441802,-1.36034297241179,0.5587759045064169,-1.624189243364145,0.4726504010653083,-1.9431217221682977,F
0.6420686518781331,-0.6654504545903898,0.3094274963952623,-0.98502298898888,0.2484533724953961,-1.2379649771130303,0.2193111458014341,-1.6090013414189326,0.5748161182604272,-1.9469544588097776,Y
0.2811190743431597,-1.1861878169343285,0.592251729193141,-0.8233767776777338,0.191345900604316,-0.8466260925078981,0.1426447358552541,-1.1604247371338858,0.1460173772274404,-1.5508343115949637,Z
0.2889977820918034,-1.7178188791305786,0.5187923472386791,-1.5922704421046117,0.5458879390559301,-1.57879694838065,0.1847036184455625,-1.605254245504954,0.1432332875358928,-1.8549358795070092,R
0.3239065143599565,-1.7036375406890063,0.7198627820532838,-1.597190238033995,0.7588861365512763,-1.6950525919511417,0.2464814788203606,-1.5707261984141283,0.175634842979176,-1.5761162667510855,U
0.2580788492815318,-1.4632924521485762,0.2320634376047443,-0.9666002077884408,0.1835971431388883,-1.1545885174778832,0.1409926876602657,-1.4293673955258783,0.1333710367562313,-1.8703587528667505,S
0.2672006241983767,-1.1736426882781,0.2617931066188136,-1.2246073882734212,0.3402980232943948,-1.442252655904764,0.3781466251294639,-1.670094113402704,0.3780520298167193,-2.1713400855373917,F
0.432530851092783,-2.1288239733652943,0.3653684643762748,-1.906071021264864,0.3172480535968449,-2.0992938303924005,0.3207476088291293,-2.2583143453864065,0.726788280705747,-2.680257288230386,J
0.2981630590078287,-1.6002118686538969,0.4266446725171101,-1.1360917257052925,0.3838104712145043,-1.3478046988892018,0.3542342146597618,-1.577658665909068,0.340531622600846,-1.7879985107664964,E
0.1601178671456677,-1.736275505701163,0.3208992491339288,-1.3568080393453654,0.3353076470045154,-1.4673498112028949,0.0910651313464207,-1.7094469183036367,0.0869190683378677,-2.0202394443657172,U
0.4089110795810573,-0.3800943517434181,0.5096835633510624,-1.229053555766766,0.1381838323513518,-1.0891802328240572,0.1133638997533976,-1.472705719197061,0.1292631677182046,-1.849262090864289,L
0.2957473580305818,-2.1941480711991828,0.5447779033033018,-2.1458471774608077,0.5667992332156087,-2.277847697144842,0.1446968194923861,-2.072219066906093,0.0697465649301763,-2.1342686581126986,H
0.4031041512770254,-0.3454208951219927,0.5232214020475334,-0.7096880843575162,0.5312651782564972,-0.6605612575566767,0.5242385081930002,-0.6951914724690276,0.5026524278948925,-0.7827693299468356,C
0.2355170151544072,-3.0973655413584043,0.3075831966919519,2.578326745506839,0.3170725339628563,2.533611043932056,0.3166308645994973,2.5358500717291217,0.2786467153436204,2.592864829393138,del
0.2892030965876948,2.7111673928900384,0.2954059198407645,3.065275408423531,0.371019868254377,-3.1125972231999777,0.3201254212357057,2.959477276554616,0.2980686422178875,3.077956604263612,P
0.3932165961244515,-1.2883562959127373,0.3555118478388012,-2.4422590289706645,0.498456466393007,-2.4776210252231663,0.5071044303111731,-2.4689722785489465,0.4632410550566387,-2.53348221915705,space
0.4137383734536998,-1.1532333478742975,0.424839681679616,-1.2202781246442078,0.5292391648534713,-1.4234880968257877,0.5636929822819803,-1.6798983720664995,0.5014986095202827,-2.0740352368662034,F
0.2160441646695772,-1.9056495547566328,0.5396624265899594,-1.402957529101463,0.5519763938452283,-1.7782077478960914,0.1662289701493353,-1.7850365792100251,0.1282519224978941,-2.122116815775382,V
0.5011006959799326,-1.3170456258076917,0.4986576788521684,-1.3696543955161171,0.6599238283157368,-1.6858894628072223,0.7276170233152133,-2.0357369521555047,0.6387417655177435,-2.3720795204680045,F
0.324457482737763,2.72874757422502,0.424387947610766,-3.04764983515983,0.2507113754318304,-3.0675348852693634,0.2427706334884777,-3.016556551596704,0.2521244939949356,-2.9300321752655956,Q
0.4746367568746745,-1.6601212772647065,0.7293574847074814,-2.143938673771048,0.1940452658918939,-2.0357560948711675,0.1477153513560516,-2.6146499844376985,0.2220789062995973,-2.8549552980332193,G
0.5397837528997285,-0.1616776016507798,0.6536577788573895,-0.6545629092941286,0.6824685863415317,-0.6356834219269115,0.6679217094684937,-0.686504146178941,0.62354545270886,-0.8581999437298212,C
0.2463879342505739,1.87248489940088,0.2708034145907945,1.868730002708835,0.2786542306278352,1.6167003743221833,0.2679019773095779,1.3694712449766258,0.2365625642156568,0.9899331431226998,M
0.2274216560933087,-0.8963295224739163,0.2646656850970174,-1.1076932376158029,0.2200683992323507,-1.289477259577127,0.1856136558756676,-1.5436671740802337,0.1774285312422995,-1.7836309403767685,E
0.1458202114751445,-0.4381684950955156,0.1111852158385845,0.3296572701724516,0.1009635437379685,0.7653744354043575,0.0879393208711069,1.338653667226133,0.0827440013602945,1.9487640967797089,M
0.2945083771799308,-2.0013068449820732,0.4751953376499731,-2.3974482444239276,0.0958360225709076,-2.1062425596283916,0.0603222836678143,-2.765458765790889,0.0988900736345423,3.0542173462672655,G
0.2579088559781697,-0.9395646247432576,0.2565446250161713,-1.0267638807363997,0.2675865243306338,-1.0991051044607358,0.2784030600568086,-1.2298140701468754,0.2904555236248873,-1.3603907053145814,O
0.3141785101038594,-1.7369448799619798,0.5975311839493052,-1.537998231432571,0.6289736577058916,-1.6486852148732891,0.1968838873104017,-1.5465423489550012,0.1615155228454639,-1.7188224177880234,U
0.6109270198252649,-0.3507710610826035,0.7339782918292725,-1.2144254770733742,0.1870691632324762,-1.0398555924442645,0.1369375085586506,-1.4651330662982085,0.1558133851758747,-1.8877302260256617,L
0.4736013688598552,-1.2034676285137782,0.483720299696543,-1.28544881284091,0.6055832845095798,-1.5372469284415005,0.6591486908907698,-1.872125983531978,0.5852790965128574,-2.224835055152338,F
0.338313581407053,-1.882443422881772,0.6281059627025205,-1.5406221296411549,0.6605007752206485,-1.4879078934244334,0.2035927555898029,-1.6979662658663308,0.1733293225235201,-1.8964544141259416,R
0.1220383813481464,-0.6641902716072732,0.0421999272682628,-0.2119340670700732,0.0116201858392435,-1.4425562178964888,0.0547716280113564,-2.64540309986111,0.1012986613557208,-2.8742084857800028,N
0.3213346517448753,-1.774951306578523,0.6188565235461331,-1.5742261288305457,0.6437232984240409,-1.534585342515176,0.185905187848312,-1.6010630068798664,0.1470499041889414,-1.857986332738334,R
0.2637862475607549,-1.2509125867408533,0.2477894149079598,-0.9584110550970264,0.2092748567620375,-1.1937021327833564,0.177680930871748,-1.4858674519387225,0.1811114085779213,-1.811903327983495,S
0.3813707577003346,-1.8083056518051144,0.6192131758587007,-1.448664669029191,0.6172138743973563,-1.7601604486194262,0.1818820877901502,-1.7107879418922982,0.1491166500216589,-2.063623939613811,K
0.232281002580498,-1.1171148907107311,0.1060947135254591,-0.6852652087645533,0.0560129674914845,-0.8067309313499983,0.0462410814713835,-1.7913976075600238,0.132227702289798,-2.19243127653596,M
0.4507572564348043,-1.7472120633255923,0.6903586368424474,-1.4463477088705468,0.6967492401326809,-1.7459905143478534,0.2011557713313099,-1.6960153807662168,0.1758563077991611,-2.059077756057402,K
0.2920401254129539,-1.6961686876893023,0.3829951922267053,-1.065607686588849,0.3498416291315898,-1.2936762354618827,0.338653238143623,-1.5353844753383612,0.3182799281098981,-1.732674583401734,E
0.3523044207680076,-0.0017319483311787,0.4379404912424974,-0.8673485261662323,0.0883270408119431,-0.8161042242240073,0.0759411683812362,-1.4516252673095025,0.1007078316196656,-1.7912229256397625,L
0.2660745479903375,-0.8487571951839243,0.1203374096738895,-1.2639632164902268,0.0975698622394352,-1.5770641193845596,0.0860904731376104,-2.0108787663538106,0.2668991263892495,-2.2826114206706976,Y
0.1564371268778514,-1.4902437791182703,0.191701125836006,-2.726134932584465,0.2198610922502077,-2.827349783981699,0.2165299442776895,-2.864901724464266,0.1977147675547282,-2.886026568773107,space
0.2192587535934521,-1.525249343007919,0.3416668059124769,-2.1275252005088725,0.130559591115096,-1.861550917617947,0.0952529269348384,-2.213483145305312,0.1019558341907414,-2.5818573261378908,G
0.3971065149027814,-1.17518572152944,0.1922822217315511,-1.1124841805260528,0.120702616208684,-1.2672030704123076,0.0837676624590066,-1.6758036570569048,0.1088062958101856,-2.1895507721992487,A
0.2453373724224714,-1.1691176964085566,0.4994430319744186,-0.7934671074271722,0.1646805548141632,-0.779115273517327,0.1373334314059632,-1.096401165713584,0.1400368178468874,-1.5266508211883287,Z
0.4167757257135394,-0.7337231591393854,0.326987069175561,-1.1341951557825547,0.1571111243650416,-1.11446195416628,0.1265536694145417,-1.538631109859456,0.1540871248548472,-1.8949449346618896,T
0.2921400002070666,-0.5186567620804015,0.4056480767977716,-1.3469610298416967,0.1327634743651431,-1.236744048388558,0.1219959643319135,-1.5842287397526758,0.136592938534257,-1.8345446821373868,L
0.4253823133706224,-0.8073444197258193,0.6535520357158859,-1.462113825711825,0.6685691745127496,-1.429020271878294,0.3915724024913536,-0.9763629996910091,0.416142481109122,-1.0437985846215991,D
0.286686831192268,-1.933199283203261,0.577268877020082,-1.6651369625276202,0.607751853648082,-1.7724376460788498,0.1756981492125078,-1.7107093628711514,0.144864669476079,-1.9627514724523836,U
0.3827555144798512,-0.7855684000776464,0.6211683669280712,-1.455190164829181,0.3987076349264272,-0.9819099946808756,0.3774795378716027,-0.9949610589014508,0.377439234970671,-1.1241015603436486,D
0.3145834760519093,-2.2394130629859954,0.2807317912224021,-1.8682006543975775,0.2290496898620965,-2.0824222714205085,0.1838906369651434,-2.3584814017390756,0.6235968946838157,-2.6881228454066095,J
0.6374912925127516,2.2210593454240986,0.8172245853071348,2.883249470825014,0.4478933199182322,2.8504246701904585,0.441584094393895,2.9695935688159434,0.4630266565305698,3.0998522185998483,Q
0.3293862569511613,-0.9001707738136202,0.3286407136212468,-0.9878725579813078,0.3931842065035917,-1.2206011896058455,0.4481401549358015,-1.5224404666984137,0.4000231705528554,-1.9121061386403668,F
0.3281748200833593,-0.9046517332277464,0.557484677520336,-0.7720705690616562,0.1869399323683657,-0.7593148330302184,0.1367573833796852,-1.0127488607489878,0.1617766690304952,-1.36861309838802,Z
0.3237490482872829,-1.7801070030133883,0.5264628395880736,-1.4712747232899863,0.5452099805919365,-1.7808632170033687,0.1365570704406424,-1.717931519785579,0.1074710142879406,-2.0580007545542633,K
0.2630788091760913,-1.7356104128030894,0.2457032086686012,-1.211902744199591,0.198751476517684,-1.4531826011206312,0.1562065946222173,-1.7426037878293046,0.1569745889256089,-2.161929343397563,S
0.1349701111022786,-1.2161064574587623,0.2917665797656069,-1.4223090020368048,0.3102402547282166,-1.546306503427067,0.305230374976679,-1.6542228872719875,0.2771869922885664,-1.767100020261377,B
0.4277427191282474,-1.367158777441608,0.3472080614778231,-1.0330508863192105,0.3068960510053937,-1.251109785248511,0.2584722519989023,-1.4798975340853366,0.7042574892669117,-1.6101117978155892,I
0.3058494535279257,-2.291189470651421,0.5119819109463801,-2.2404475864674067,0.5481626743032577,-2.3653960142801043,0.1471574634262824,-2.097701030741173,0.0808271604976787,-2.2801005192877777,H
0.388579907871962,-1.4754905854822895,0.3955784575341297,-1.2121953093570053,0.3741405523830947,-1.503499960510253,0.3532477502278655,-1.8174411633802263,0.3590715242165703,-2.0599285474281483,S
0.3400818354629037,-1.9973412279748872,0.551563566068153,-2.410795380029595,0.1106314584195855,-2.137450132419788,0.0722404572128166,-2.764926001135859,0.1149428705785555,3.0882070728647126,G
0.1693009686029337,-1.6952818451987917,0.3013635078799407,-1.4468273431064476,0.1497439413511677,-1.4751802965309273,0.1041277139580585,-1.6666485706715966,0.096041054042739,-2.0262245352242476,X
0.2822474337015209,-1.043548188268218,0.1240174762019126,-1.4442144890559334,0.1046009887525769,-1.734167439311623,0.1024212464137789,-2.1375614523530233,0.3102999795687249,-2.2991095175939047,Y
0.2270880571625477,-1.0483210607490303,0.5601050187828741,-0.6819069622087992,0.2016700513421891,-0.6930183954934199,0.1149315843592636,-0.9448148566399904,0.1137822721803431,-1.422087257245788,Z
0.2271259507555612,-1.816402215134385,0.446771112294053,-1.3722512205979,0.4646920647568585,-1.6234739582014386,0.4588631899967452,-1.8561517307828983,0.1613868308777756,-1.785606698411765,W
0.2583580378106628,-0.901482093848915,0.4008110057191891,-1.4572832009846424,0.2824897729768711,-1.0150038873192406,0.2611053487879888,-1.001013607078706,0.2606209529444738,-1.0826460870344887,D
0.3546645003640278,-1.1409167278936916,0.1984669191182383,-1.0858697891824147,0.1396144400810245,-1.2148096539271498,0.1040259193003607,-1.5474080655006213,0.1071034106750914,-1.970498667495132,A
