f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
0.2770635783468948,-1.7744450559759133,0.639131662598113,-1.301905771827967,0.6602753334004897,-1.4998148506355546,0.6225083270314783,-1.7288821328654418,0.209118964636669,-1.8737997082548326,W
0.2584102337012655,-0.4676908894458863,0.43935544394706977,-0.33338410615236386,0.15050924029411158,-0.25877868940058707,0.1145808183012996,-0.5608670108764168,0.11257633829099635,-1.031132205151473,Z
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,I
0.2959119023132336,-1.6322937819278922,0.5720671122350749,-1.3420379826605067,0.5991961435067119,-1.4509965678770602,0.18141950392067935,-1.538388630572819,0.15477295845315434,-1.7736013349134945,U
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,D
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,N
0.2478298373453109,-2.4841700114880685,0.5213668365554107,-2.3271400479912603,0.5458720501637477,-2.4329146372441075,0.15257632198721696,-2.380961447698426,0.10581824516427792,-2.7180054242493745,H
0.28478254186495094,-1.8896981617307613,0.44129455744647605,-2.3956871358711034,0.12646737838697078,-2.2693330480793183,0.09484228761870808,-2.68237984399743,0.11295562912842048,-3.033472221508546,G
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,Q
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,del
0.24559802389892332,-1.5984560487942636,0.41901339920143504,-1.5382373794577946,0.4243428408885123,-1.6148733387779575,0.13761255575646564,-1.6000981208675988,0.15656358387199257,-1.7493933314162944,U
0.3414670525763834,-0.7903839646317363,0.49716415033434935,-1.48569118122311,0.3522893413633247,-0.8766879631232241,0.34784891385903904,-0.8814683303992393,0.3623189383256559,-1.0696422606443847,D
0.24716068295065707,-1.5764560816548068,0.37298277698582,-2.09503436644344,0.1310178079209158,-1.9398596361387221,0.09330555256674791,-2.367089446838635,0.1091565631506136,-2.7290793136889824,G
0.440898238671461,-1.1919716165107652,0.47561053544077636,-1.2946600488546591,0.4811211521031788,-1.269109894827073,0.46934150666895735,-1.191685357629141,0.4512345434773286,-1.1525085050483714,O
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,space
0.28300447694623365,-3.080481258017013,0.3295023359327274,2.821102747369929,0.4199522764846699,2.706602480392124,0.42456369377040576,2.695606481415057,0.35357875028613867,2.7830426661313545,del
0.18945025014665476,-1.0656777545474754,0.43837008909380154,-1.3685609287647689,0.4608630030290359,-1.4811507401228876,0.4373778991955719,-1.5724044668383905,0.37717641389690304,-1.6790647284561924,B
0.25004486653261715,-1.6169652614331447,0.4838721705661528,-1.2970895922003163,0.5009344102793171,-1.4090632255966256,0.13945818116252384,-1.4929269376983225,0.12939860486310092,-1.8035411469932563,U
